source_id,module_id,layer,title,institution,url,reference_period,retrieved_at,source_tier,evidence_status,license_status,local_snapshot_status,notes
SRC-B05-STIEBEL-HPA-O-P4-COLD-2025,B05,PHYSICAL_PERFORMANCE,HPA-O CS Plus int cold-side planning data table,STIEBEL ELTRON,https://www.stiebel-eltron.com/toolbox/content/docs/anleitungen/installation/HPA_O_Plus/332107-43892-9726_HPA-O_3-8_CS_Plus_en.pdf,current manufacturer planning/installation manual,2026-08-22,P2,OBS,Public manufacturer PDF,not stored,Source-native A-15/W35 capacity, total-unit input and COP for HPA-O 4 CS Plus int and HPA-O 8 CS Plus int; integral auxiliary drives included; same manual states heat-source application limit -20 C, which is not itself a performance point.
SRC-B05-STIEBEL-HIGH-SUPPLY-AUDIT-2026,B05,PHYSICAL_PERFORMANCE,STIEBEL WPL-A supplementary high-supply planning table,STIEBEL ELTRON AG,https://www.stiebel-eltron.ch/content/dam/ste/ch/de/downloads/technik/planungsunterlagen/formulare/Technische%20Zusatzdokumentation.pdf,current manufacturer supplementary planning document,2026-08-22,P2,Q,Public manufacturer PDF,not stored,P5 audit candidate: WPL-A rows expose output-only values across A-15/W45 and A-15/W55, with italic values identified as estimated or interpolated; no complete total-unit input/COP triple and not an HPA-O 4/8 surface, therefore no canonical OBS promotion.
SRC-B05-STIEBEL-DEFROST-2026,B05,OPERATING_CONFIG,HPA-O CS Plus defrost and minimum-flow instructions,STIEBEL ELTRON,https://www.stiebel-eltron.com/toolbox/content/docs/anleitungen/installation/HPA_O_Plus/332107-43892-9726_HPA-O_3-8_CS_Plus_en.pdf,undated,2026-08-22,P2,OBS,Public manufacturer PDF,not stored,Minimum flow and defrost energy must be assured; emergency/auxiliary heater may activate during defrost; no separable point-level defrost-energy series or EN 14511 inclusion boundary.
SRC-B05-VAILLANT-DEFROST-2026,B05,OPERATING_CONFIG,aroTHERM plus defrost volume and operating-control documentation,Vaillant Group,https://professional.vaillant.co.uk/downloads/aproducts/renewables-1/arotherm-plus/arotherm-plus-spec-sheet-1892564.pdf,undated,2026-08-22,P2,OBS,Public manufacturer PDF,not stored,Minimum heating-circuit volume for defrost; controls expose compressor anti-cycling time and modulation but no measured cycling-loss coefficient or point-level defrost accounting.
SRC-B05-VAILLANT-CONTROLS-CYCLING-2026,B05,OPERATING_CONFIG,aroTHERM plus appliance interface operating instructions,Vaillant Group,https://professional.vaillant.co.uk/downloads/aproducts/renewables-1/arotherm-plus/appliance-interface-operating-and-installation-instructions-1799367.pdf,undated,2026-08-22,P2,OBS,Public manufacturer PDF,not stored,Compressor anti-cycling time and compressor modulation are exposed as controller states; no measured Cdh, cycling COP or defrost accounting boundary.
SRC-B05-EU-813-2013-CDH-2026,B05,OPERATING_CONFIG,Commission Regulation (EU) No 813/2013 Cdh definitions and default,European Commission,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32013R0813,2013-09-06,2026-08-22,P1,POL,Official EUR-Lex legal text,not stored,Cdh is a regulatory-method default of 0.9 when not measured; it is not promoted to product OBS or runtime penalty.
SRC-B05-STIEBEL-EU-ORIGIN-2026,B05,PHYSICAL_PERFORMANCE,STIEBEL ELTRON production locations,STIEBEL ELTRON,https://www.stiebel-eltron.com/en/home/company/about-stiebel-eltron/locations.html,current,2026-08-22,P2,OBS,Public manufacturer webpage,not stored,Manufacturer states Holzminden Germany produces air source heat pumps; separate EU-origin corroboration.
SRC-B05-HUNGARY-HOURLY-HIST-2026,B05,WEATHER_INPUT,HungaroMet automata állomások órás historikus adatai,HungaroMet / Meteorológiai Adattár,https://odp.met.hu/climate/observations_hungary/hourly/historical/,2002-2025 station archives,2026-08-22,P1,OBS,Open data with stated terms,not stored,Five-station panel materialized from station-specific HABP_1H historical ZIPs; raw ZIPs intentionally not stored in Git.
SRC-B05-HUNGARY-HOURLY-DESC-2026,B05,WEATHER_INPUT,HABP_1H historikus órás adatformátum leírása,HungaroMet / Meteorológiai Adattár,https://odp.met.hu/climate/observations_hungary/hourly/historical/Leiras_automata_oras-HABP_1H_hist-hu.pdf,current dataset description,2026-08-22,P1,OBS,Open data with attribution and no-change terms,not stored,Documents UTC Time, ta/t/tn/tx/u semantics and -999 missing sentinel.
SRC-B05-HUNGARY-STATION-META-2026,B05,WEATHER_INPUT,Automata állomások meta információi,HungaroMet / Meteorológiai Adattár,https://odp.met.hu/climate/observations_hungary/hourly/station_meta_auto.csv,current station metadata,2026-08-22,P1,OBS,Open data with attribution and no-change terms,not stored,Station identifiers, coordinates, elevation, names and available periods.
SRC-B05-HUNGARY-ODP-TERMS-2026,B05,WEATHER_INPUT,Meteorológiai Adattár általános felhasználási feltételek,HungaroMet Nonprofit Zrt.,https://odp.met.hu/ODP_altalanos_felhasznalasi_feltetelek.pdf,current terms,2026-08-22,P1,OBS,Attribution required; changes require prior permission,not stored,Repository stores derived bounded materialization and source references; no raw ZIP redistribution.
SRC-B05-HUNGARY-CLIMATE-NORMAL-2026,B05,WEATHER_INPUT,1991-2020 klimatológiai normál módszertan,HungaroMet,https://www.met.hu/eghajlat/magyarorszag_eghajlata/altalanos_eghajlati_jellemzes/felhasznalt_adatok/,1991-2020,2026-08-22,P1,OBS,Public official climate information,not stored,Homogenized and quality-controlled climate series are kept separate from raw observed hourly event records.
SRC-B05-NIBE-S2125-IHB,B05,PHYSICAL_PERFORMANCE,S2125 official installer manual,NIBE Energy Systems,https://installer.nibe.eu/download/18.69d23679185eaf109d92e22/1676544183097/S2125-IHB-631676-1.pdf,undated,2026-09-24,P2,OBS,Public manufacturer PDF,not stored,"P10: source-native continuous maximum/minimum heating-capacity curves at W35/W45/W55 cover the P9 cold-stress domain. Curves are explicitly continuous-operation and exclude defrost. Standard points tabulate capacity/input/COP but no complete cold-stress W35/W45/W55 triple; plotted kW values are not digitized."
SRC-B05-TEKNOPOINT-ATHENA-R32-2025,B05,PHYSICAL_PERFORMANCE,ATHENA R32 hydronic-system performance catalogue,Tekno Point,https://teknopoint.com/pdf/catalogo_sistema_idronico_ITA_EN_2025.pdf,2025 catalogue,2026-09-24,P2,OBS,Public manufacturer PDF,not stored,"P11: source-native A-15/A-7 x W35/W55 capacity, published power input and COP for ATHENA R32 product sizes. P assorb./Power is normalized to the B05 product-unit input boundary; no separate defrost-energy or external-system auxiliary claim."
SRC-B05-TEKNOPOINT-ATHENA-R32-CURRENT-2026,B05,PHYSICAL_PERFORMANCE,ATHENA R32 current product page,Tekno Point,https://teknopoint.com/fr/pompes-a-chaleur/athena-r32,current product surface,2026-09-24,P2,OBS,Public manufacturer webpage,not stored,"Current-product control: ATHENA R32 remains listed; manufacturer states heating water to 55 C even at -20 C outdoor. Operating limit is not promoted to a performance point."
SRC-B05-ECPOWER-PMH-2023,B05,PHYSICAL_PERFORMANCE,Technical Data PMH 6 / PMH 19,EC POWER,https://www.ecpower.eu/files/ec-power/customer/EN/Downloads_EN/Information_Material/EC_POWER_EN_technical_data_PMH.pdf,version 03.2023,2026-09-24,P2,OBS,Public manufacturer PDF,not stored,"P12: source-native A-15/A-7 x W35/W55 heating capacity and COP for PMH 6/19. Data sheet cites TUV-Sud reports 64.181.22.01854.01 Rev.00 and 64.181.22.01853.01. Electrical input is not published at those points and remains DER via capacity/COP."
SRC-B05-ECPOWER-PMH-CURRENT-2026,B05,PHYSICAL_PERFORMANCE,Current PMH heat-pump product/download surface,EC POWER,https://www.ecpower.eu/en/product-range2.html,current manufacturer product surface,2026-09-24,P2,OBS,Public manufacturer webpage,not stored,"Current surface lists PMH heat pump and links technical data. Used only as current-product control; does not prove Hungarian distribution, procurement or market share."
SRC-B05-WAMAK-AWK35-EVI-2026,B05,PHYSICAL_PERFORMANCE,AWK 35 EVI manufacturer product sheet,WAMAK,https://www.wamak.eu/wapps/product-sheets/combine.php?code_id=WA001448&coverpg=&descriptmrktadv=&lang=en-GB,product sheet ver. 2024/25 accessed current 2026,2026-09-24,P2,OBS,Public manufacturer PDF,not stored,"P13: source-native A-22/A-10 x W35/W55 extreme-cold performance evidence. A-22/W55 published Qh/P/COP triple is internally inconsistent; source conflict is preserved and only capacity+COP are admitted there, with canonical input DER."
SRC-B05-EN14511-1-DEFROST-2022,B05,OPERATING_CONFIG,EN 14511-1:2022 terms and definitions - public preview,Slovenian Institute for Standardization / CEN,https://preview.sist.si/sist-preview/70163/c077a942ea724977b9d7f3dda0be98c7/SIST-EN-14511-1-2022.pdf,2022 standard,2026-09-24,P1,POL,Public standard preview,not stored,"P14: current EN 14511 effective power input includes compressor operation and any power input for defrosting; COP uses heating capacity/effective input. Used as accounting-method authority, not product OBS."
SRC-B05-EN14511-1-DEFROST-2011,B05,OPERATING_CONFIG,EN 14511-1:2011 terms and definitions - public preview,Slovenian Institute for Standardization / CEN,https://preview.sist.si/sist-preview/33312/068233ce44e141f1bc8238714ea5528e/SIST-EN-14511-1-2012.pdf,2011 standard,2026-09-24,P1,POL,Public standard preview,not stored,"P14 corroborating method authority: heating-capacity definition explicitly takes account of heat removed from the indoor heat exchanger for defrosting; effective power input includes defrost power."
SRC-B05-HPKEYMARK-ANNEXA-2026,B05,OPERATING_CONFIG,Heat Pump KEYMARK Annex A KEYMARK Requirements V2,Heat Pump KEYMARK,https://www.heatpumpkeymark.com/fileadmin/user_upload/documents/2HPK_Annex_A_KEYMARK_Requirements_V2.pdf,current scheme rules,2026-09-24,P1,POL,Public certification scheme PDF,not stored,"P14: current scheme requires EN14511-2 heating performance tests and EN14511-4 chapter 4.7 defrost test for outdoor-air units. Certification rule is not a product-specific defrost frequency model."
SRC-B05-VAILLANT-SPLIT-DEFROST-DESIGN-2026,B05,OPERATING_CONFIG,aroTHERM Split current defrost design guidance,Vaillant Group UK Ltd.,https://professional.vaillant.co.uk/for-installers/products/arotherm-split-heat-pump-7kw-145985.html,current product guidance,2026-09-24,P2,OBS,Public manufacturer webpage,not stored,"P14 context only: manufacturer states colder temperature/high humidity can trigger defrost and a 12-15% output drop during design conditions is suitable for most parts of the UK. Forbidden as a direct Hungarian runtime penalty or national transfer."
SRC-B05-EN14825-CDH-2022,B05,OPERATING_CONFIG,EN 14825:2022 degradation coefficient semantics,SIST / CEN via iTeh,https://standards.iteh.ai/catalog/standards/sist/0d3be441-d22e-447c-8204-e2b4b9c731f4/sist-en-14825-2022,2022 standard,2026-09-24,P1,POL,Public standards catalogue/preview,not stored,"P15: Cd measures efficiency loss due to cycling; for air-to-water class default 0.9 applies if Cd is not determined by measurement. Used to classify non-default certified Cdh values; not product OBS."
SRC-B05-HPKEYMARK-VAILLANT-PLUS-M-2026,B05,OPERATING_CONFIG,Vaillant aroTHERM plus M current HP KEYMARK subtype,Heat Pump KEYMARK / DIN CERTCO,https://www.heatpumpkeymark.com/de/nc/ps-keymark/certificate-holders/?cHash=49e546a4d0f777aac5ca2a80652e03a6&tx_pskeymark_frontend%5Baction%5D=showSubtype&tx_pskeymark_frontend%5Bcontroller%5D=Frontend&tx_pskeymark_frontend%5Bsubtype%5D=7607,current certified product surface,2026-09-24,P1,OBS,Public certification database,not stored,"P15: current subtype 011-1W0760, DIN CERTCO certification, TÜV Rheinland Energy GmbH test lab, EN14825 Pdh/COP/Cdh fields for VWL 85/6 A 230V S3. Non-default Cdh values are admitted as certified product-specific measurement-determined evidence under EN14825 fallback semantics."
SRC-B05-HPKEYMARK-BOSCH-CS5800I-2026,B05,OPERATING_CONFIG,Bosch CS5800i/6800iAW 4/5/7 OR current HP KEYMARK subtype,Heat Pump KEYMARK / DIN CERTCO,https://www.heatpumpkeymark.com/de/?cHash=53c245b5daddd9d259070acb2f8a5b5a&tx_pskeymark_frontend%5Baction%5D=showSubtype&tx_pskeymark_frontend%5Bcontroller%5D=Frontend&tx_pskeymark_frontend%5Bsubtype%5D=5929&type=109126,current certified product surface,2026-09-24,P1,OBS,Public certification database,not stored,"P16: current registration 011-1W0581; Bosch Thermotechnik GmbH; DIN CERTCO; Fraunhofer ISE test laboratory; certified EN14825 Pdh/COP/Cdh fields. Used only for cross-manufacturer certified part-load-field validation, not market weighting or universal runtime transfer."
SRC-B05-UK-HEM-TP12-2026,B05,OPERATING_CONFIG,Home Energy Model HEM-TP-12 heat pump methodology,UK Department for Energy Security and Net Zero,https://assets.publishing.service.gov.uk/media/69a6cbe7723a61518b9f1395/hem-tp-12-heat-pump-methodology.pdf,2026 current technical method,2026-09-24,P1,POL,Official UK government technical publication,not stored,"P16 method-control authority only: variable-capacity heat pumps enter on/off operation below the minimum continuous load ratio; minimum modulation is a separate input. HEM uses a separate on/off energy method rather than a universal Cdh multiplier. Not Hungarian regulatory authority and not product-specific modulation evidence."
SRC-B05-VAILLANT-PLUS-VWL85-MINMAX-2026,B05,OPERATING_CONFIG,aroTHERM plus VWL 85/6 A 230V S3 minimum/maximum heating output,Vaillant,https://www.vaillant.pt/downloads/installation-manuals/bombas-de-calor/0020297937-02-2406576.pdf,manufacturer installation and maintenance manual rev. 02,2026-09-24,P2,OBS,Public manufacturer PDF,not stored,"P17 exact same-product modulation anchor: VWL 85/6 A 230V S3 publishes Heat output minimum/maximum A7/W35 = 3.00..9.00 kW. Used only at A7/W35; no temperature/supply interpolation or cross-product transfer."
SRC-B05-BOSCH-CS5800I-MODULATION-2024,B05,OPERATING_CONFIG,CS5800iAW 4 ORE-S technical planning document,Bosch Home Comfort,https://www.bosch-homecomfort.com/be/media/country_pool/knowledge/system_pointers/fr_2/pd_cs5800iaw_4_ore-s_fr.pdf,2024-09-05,2026-09-24,P2,OBS,Public manufacturer PDF,not stored,"P17 exact same-product modulation anchor: CS5800iAW 4 ORE-S planning data publishes modulation range A2/W35 = 1.8..4.3 kW and states compressor output adapts by modulation. Used only at A2/W35; no interpolation/extrapolation."
SRC-B05-SEAI-DEAP-CDH-METHOD-2019,B05,OPERATING_CONFIG,DEAP Heat Pump Methodology proposed changes - Cdh application,Sustainable Energy Authority of Ireland,https://www.seai.ie/sites/default/files/publications/DEAP-Heat-pumps-consultation.pdf,Q2 2019,2026-09-24,P1,POL,Official public methodology consultation,not stored,"P18 method authority: reproduces the EN14825-based to-water cycling equation COPbin=COPd*CR/(Cdh*CR+(1-Cdh)) and defines CR/COPd/Cdh roles. Used as formula authority/corroboration only; not Hungarian regulatory authority and not product OBS."
SRC-B05-SEAI-DEAP-HEATPUMP-2024,B05,OPERATING_CONFIG,DEAP Heat Pump Methodology 2020 version 2.1,Sustainable Energy Authority of Ireland,https://www.seai.ie/sites/default/files/publications/DEAP-Heat-pump-methodology-2020-V1.0.pdf,August 2024,2026-09-24,P1,POL,Official public methodology,not stored,"P18 continuity control: the August 2024 methodology states the calculator/guidance follows the changes proposed in the Q2 2019 methodology consultation. Used to avoid treating the 2019 formula exposition as an isolated draft artifact."
SRC-B05-AMITIME-PAVH06-DISTRIBUTOR-RANGE-2026,B05,OPERATING_CONFIG,AMITIME heatLITE PAVH-06V1FXC A7/W35 min/max performance ranges,Hemeltron OÜ,https://en.hemeltron.ee/amitime-heatlite,current distributor product surface,2026-09-24,P3,OBS,Public distributor webpage,not stored,"P19 evidence-discovery only: exact PAVH-06V1FXC row publishes A7/W35 heating capacity 3.4..6.5 kW, electrical heating input 0.74..1.5 kW and COP 4.26..4.6. The source does not explicitly pair COP with a particular capacity/input range endpoint, so B05 forbids deriving minimum-capacity COP by endpoint pairing."
SRC-B05-HPKEYMARK-AMITIME-PAVH06-2026,B05,OPERATING_CONFIG,Amitime PAVH-06V1FXC current HP KEYMARK subtype,Heat Pump KEYMARK / BRE,https://www.heatpumpkeymark.com/en/nc/ps-keymark/certificate-holders/?cHash=828ac1e95e4348d03bdfd53fa712afe2&tx_pskeymark_frontend%5Baction%5D=showSubtype&tx_pskeymark_frontend%5Bcontroller%5D=Frontend&tx_pskeymark_frontend%5Bsubtype%5D=3221,current certified product surface,2026-09-24,P1,OBS,Public certification database,not stored,"P19 identity and Cdh classification control: registration 041-K027-01/01; exact model PAVH-06V1FXC; TÜV SÜD Guangzhou test lab. Average-climate EN14825 low/medium Cdh fields are exactly 0.900, which remains ambiguous under the P15 default-vs-measured rule and is not promoted to measurement-determined product Cdh."
SRC-B05-MITSUBISHI-PUZ-WM-MINNOMMAX-2024,B05,OPERATING_CONFIG,PUZ-WM packaged Ecodan technical sheet with Min/Nom/Max point pairs,Mitsubishi Electric Europe B.V. Italian Branch,https://climatizzazione.mitsubishielectric.it/sites/default/files/2024-07/Scheda%20Tecnica%20PUZ-WM%20-%20rev.1.pdf,2024 technical sheet rev.1,2026-09-24,P2,OBS,Public manufacturer PDF,not stored,"P20: manufacturer table for PUZ-WM50VHA at A7/W35 explicitly aligns Capacity Min/Nom/Max 1.80/5.00/5.60 kW, absorbed power Min/Nom/Max 0.33/1.00/1.16 kW and COP Min/Nom/Max 5.46/5.00/4.82. Positional Min pairing is source-native and closes the P19 endpoint-pair ambiguity for this product/coordinate."
SRC-B05-MITSUBISHI-PUZ-WM50-OPTIONAL-BS-ID-2026,B05,OPERATING_CONFIG,Ecodan R32 PUZ-WM50VHA(-BS) manufacturer product information,Mitsubishi Electric,https://library.mitsubishielectric.co.uk/pdf/download_full/4144,current manufacturer product information,2026-09-24,P2,OBS,Public manufacturer PDF,not stored,"P20 identity corroboration: Mitsubishi's own UK product information names the outdoor unit PUZ-WM50VHA(-BS), bridging the Italian technical-sheet base identifier PUZ-WM50VHA to the current certification notation without cross-manufacturer or family substitution."
SRC-B05-HPKEYMARK-MITSUBISHI-WM50-2026,B05,OPERATING_CONFIG,Mitsubishi Ecodan Power Inverter 5-200D Packaged current HP KEYMARK subtype,Heat Pump KEYMARK / SZU,https://www.heatpumpkeymark.com/en/nc/ps-keymark/certificate-holders/?cHash=0aecf6bcedcd369e5acf7a509916b562&tx_pskeymark_frontend%5Baction%5D=showSubtype&tx_pskeymark_frontend%5Bcontroller%5D=Frontend&tx_pskeymark_frontend%5Bsubtype%5D=4300,current certified product surface,2026-09-24,P1,OBS,Public certification database,not stored,"P20: current registration 037-0032-20 rev.2; Mitsubishi Electric Air Conditioning Systems Europe LTD; SZU Brno test lab. Outdoor-only PUZ-WM50VHA(-BS) record publishes warmer-climate low-temperature Cdh(+7)=0.950, with non-default certified EN14825 part-load fields."
SRC-B05-MITSUBISHI-ECODAN-PLAN-MINFLOOR-2021,B05,OPERATING_CONFIG,Ecodan planning handbook PUZ-WM50VHA minimum/maximum heating-output table,Mitsubishi Electric,https://files.ecohandel.ch/documents/manuals/mitsubishi/Planungshandbuch_Ecodan_2021.pdf,2021 planning handbook,2026-09-24,P2,OBS,Manufacturer-authored public PDF via public mirror,not stored,"P21 source-native minimum-floor corners: at A2/W35 PUZ-WM50VHA heating-output range is 2.5..5.5 kW; at A2/W45 it is 2.5..5.1 kW. The same handbook also defines VLT35/45/55 min curves as minimum possible heating output. Public PDF is mirror-hosted and too large for the browser PDF renderer; exact indexed table fields are used, no graph digitization."
SRC-B05-MITSUBISHI-SE-WM50-A7W45-2026,B05,OPERATING_CONFIG,PUZ-WM50VHA archived manufacturer product specification,Mitsubishi Electric Sweden,https://mitsubishielectric.se/produkter/villa/luft-vatten/utgangna/ecodan-package-utomhusdel/puz-wm50vha,current archived manufacturer page,2026-09-24,P2,OBS,Official manufacturer webpage,not stored,"P21 source-native A7/W45 corner: PUZ-WM50VHA minimum heating output 1.3 kW, nominal 5.0 kW, maximum 5.4 kW. Page states detailed specifications apply in combination with EHPT20X-YM9D; used only for the exact outdoor-unit floor corner."
