row_id,model_identifier,outdoor_temperature_C,supply_temperature_C,min_modulation_kW,min_point_COP,evidence_status,source_id,source_semantics,notes
B05-P22-C31,PUZ-WM50VHA(-BS),15,35,2.00,6.52,OBS,SRC-B05-MITSUBISHI-DATABOOK-WM50-MIN-GRID-2020,DATABOOK_MIN_CAPACITY_COP_PAIR,"Source-native Data Book Min row; no blank-cell inference."
B05-P22-C32,PUZ-WM50VHA(-BS),15,40,1.90,5.62,OBS,SRC-B05-MITSUBISHI-DATABOOK-WM50-MIN-GRID-2020,DATABOOK_MIN_CAPACITY_COP_PAIR,"Source-native Data Book Min row; no blank-cell inference."
B05-P22-C33,PUZ-WM50VHA(-BS),15,45,1.90,4.88,OBS,SRC-B05-MITSUBISHI-DATABOOK-WM50-MIN-GRID-2020,DATABOOK_MIN_CAPACITY_COP_PAIR,"Source-native Data Book Min row; no blank-cell inference."
B05-P22-C34,PUZ-WM50VHA(-BS),15,50,1.80,4.26,OBS,SRC-B05-MITSUBISHI-DATABOOK-WM50-MIN-GRID-2020,DATABOOK_MIN_CAPACITY_COP_PAIR,"Source-native Data Book Min row; no blank-cell inference."
B05-P22-C35,PUZ-WM50VHA(-BS),15,55,1.80,3.74,OBS,SRC-B05-MITSUBISHI-DATABOOK-WM50-MIN-GRID-2020,DATABOOK_MIN_CAPACITY_COP_PAIR,"Source-native Data Book Min row; no blank-cell inference."
B05-P22-C36,PUZ-WM50VHA(-BS),20,35,2.90,6.84,OBS,SRC-B05-MITSUBISHI-DATABOOK-WM50-MIN-GRID-2020,DATABOOK_MIN_CAPACITY_COP_PAIR,"Source-native Data Book Min row; no blank-cell inference."
B05-P22-C37,PUZ-WM50VHA(-BS),20,40,2.80,5.81,OBS,SRC-B05-MITSUBISHI-DATABOOK-WM50-MIN-GRID-2020,DATABOOK_MIN_CAPACITY_COP_PAIR,"Source-native Data Book Min row; no blank-cell inference."
B05-P22-C38,PUZ-WM50VHA(-BS),20,45,2.70,4.96,OBS,SRC-B05-MITSUBISHI-DATABOOK-WM50-MIN-GRID-2020,DATABOOK_MIN_CAPACITY_COP_PAIR,"Source-native Data Book Min row; no blank-cell inference."
B05-P22-C39,PUZ-WM50VHA(-BS),20,50,2.60,4.26,OBS,SRC-B05-MITSUBISHI-DATABOOK-WM50-MIN-GRID-2020,DATABOOK_MIN_CAPACITY_COP_PAIR,"Source-native Data Book Min row; no blank-cell inference."
B05-P22-C40,PUZ-WM50VHA(-BS),20,55,2.50,3.68,OBS,SRC-B05-MITSUBISHI-DATABOOK-WM50-MIN-GRID-2020,DATABOOK_MIN_CAPACITY_COP_PAIR,"Source-native Data Book Min row; no blank-cell inference."
