station_id,winter_label_year,winter_start_utc,winter_end_exclusive_utc,expected_hours,observed_hours,winter_mean_ta_C,coldest_72h_mean_ta_C,coldest_72h_start_utc,coldest_72h_end_utc,evidence_status,source_id,notes
15310,2003,2002-11-30T23:00:00Z,2003-02-28T23:00:00Z,2160,2160,-1.70287,-7.9375,2003-01-10T12:00:00Z,2003-01-13T11:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
44527,2023,2022-11-30T23:00:00Z,2023-02-28T23:00:00Z,2160,2160,3.480093,-2.784722,2023-02-05T08:00:00Z,2023-02-08T07:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
44527,2024,2023-11-30T23:00:00Z,2024-02-29T23:00:00Z,2184,2184,4.50957,-2.268056,2024-01-09T16:00:00Z,2024-01-12T15:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
44527,2025,2024-11-30T23:00:00Z,2025-02-28T23:00:00Z,2160,2160,2.1275,-2.672222,2025-02-18T09:00:00Z,2025-02-21T08:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
58102,2003,2002-11-30T23:00:00Z,2003-02-28T23:00:00Z,2160,2160,-2.454306,-12.713889,2003-01-11T08:00:00Z,2003-01-14T07:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
58102,2004,2003-11-30T23:00:00Z,2004-02-29T23:00:00Z,2184,2184,1.157647,-6.406944,2004-01-06T09:00:00Z,2004-01-09T08:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
58102,2005,2004-11-30T23:00:00Z,2005-02-28T23:00:00Z,2160,2160,0.168194,-10.304167,2005-02-08T14:00:00Z,2005-02-11T13:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
58102,2006,2005-11-30T23:00:00Z,2006-02-28T23:00:00Z,2160,2160,0.487546,-9.693056,2006-01-22T22:00:00Z,2006-01-25T21:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
58102,2007,2006-11-30T23:00:00Z,2007-02-28T23:00:00Z,2160,2160,4.897639,-2.106944,2006-12-28T02:00:00Z,2006-12-31T01:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
58102,2008,2007-11-30T23:00:00Z,2008-02-29T23:00:00Z,2184,2184,2.462042,-5.366667,2008-01-02T22:00:00Z,2008-01-05T21:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
58102,2009,2008-11-30T23:00:00Z,2009-02-28T23:00:00Z,2160,2160,2.129769,-6.273611,2009-01-08T21:00:00Z,2009-01-11T20:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
58102,2010,2009-11-30T23:00:00Z,2010-02-28T23:00:00Z,2160,2160,1.795463,-8.068056,2009-12-18T23:00:00Z,2009-12-21T22:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
58102,2011,2010-11-30T23:00:00Z,2011-02-28T23:00:00Z,2160,2160,0.478009,-7.5375,2010-12-29T06:00:00Z,2011-01-01T05:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
58102,2012,2011-11-30T23:00:00Z,2012-02-29T23:00:00Z,2184,2184,1.102518,-11.656944,2012-02-08T16:00:00Z,2012-02-11T15:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
58102,2013,2012-11-30T23:00:00Z,2013-02-28T23:00:00Z,2160,2160,1.800324,-5.130556,2012-12-08T12:00:00Z,2012-12-11T11:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
58102,2014,2013-11-30T23:00:00Z,2014-02-28T23:00:00Z,2160,2160,3.88588,-4.743056,2014-01-25T10:00:00Z,2014-01-28T09:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
58102,2015,2014-11-30T23:00:00Z,2015-02-28T23:00:00Z,2160,2160,3.391157,-6.381944,2014-12-29T20:00:00Z,2015-01-01T19:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
58102,2016,2015-11-30T23:00:00Z,2016-02-29T23:00:00Z,2184,2184,3.515705,-5.418056,2016-01-02T05:00:00Z,2016-01-05T04:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
58102,2017,2016-11-30T23:00:00Z,2017-02-28T23:00:00Z,2160,2160,-0.213843,-10.0625,2017-01-06T08:00:00Z,2017-01-09T07:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
58102,2018,2017-11-30T23:00:00Z,2018-02-28T23:00:00Z,2160,2160,2.986435,-5.869444,2018-02-25T23:00:00Z,2018-02-28T22:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
58102,2019,2018-11-30T23:00:00Z,2019-02-28T23:00:00Z,2160,2160,2.458519,-5.602778,2018-12-17T15:00:00Z,2018-12-20T14:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
58102,2020,2019-11-30T23:00:00Z,2020-02-29T23:00:00Z,2184,2184,3.606273,-2.413889,2020-01-12T12:00:00Z,2020-01-15T11:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
58102,2021,2020-11-30T23:00:00Z,2021-02-28T23:00:00Z,2160,2160,3.987778,-4.943056,2021-02-11T09:00:00Z,2021-02-14T08:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
58102,2022,2021-11-30T23:00:00Z,2022-02-28T23:00:00Z,2160,2160,3.658056,-2.494444,2022-01-22T20:00:00Z,2022-01-25T19:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
58102,2023,2022-11-30T23:00:00Z,2023-02-28T23:00:00Z,2160,2160,4.78213,-1.915278,2023-02-05T10:00:00Z,2023-02-08T09:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
58102,2024,2023-11-30T23:00:00Z,2024-02-29T23:00:00Z,2184,2184,5.591987,-2.2625,2024-01-08T14:00:00Z,2024-01-11T13:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
58102,2025,2024-11-30T23:00:00Z,2025-02-28T23:00:00Z,2160,2160,3.073194,-2.280556,2024-12-30T10:00:00Z,2025-01-02T09:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
46304,2003,2002-11-30T23:00:00Z,2003-02-28T23:00:00Z,2160,2160,-3.288889,-11.45,2003-01-10T22:00:00Z,2003-01-13T21:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
46304,2004,2003-11-30T23:00:00Z,2004-02-29T23:00:00Z,2184,2184,-0.141484,-8.305556,2004-01-05T00:00:00Z,2004-01-07T23:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
46304,2005,2004-11-30T23:00:00Z,2005-02-28T23:00:00Z,2160,2160,-0.639167,-12.251389,2005-02-07T09:00:00Z,2005-02-10T08:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
46304,2006,2005-11-30T23:00:00Z,2006-02-28T23:00:00Z,2160,2160,-1.106528,-13.331944,2006-01-23T09:00:00Z,2006-01-26T08:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
46304,2007,2006-11-30T23:00:00Z,2007-02-28T23:00:00Z,2160,2160,3.60875,-3.401389,2007-01-25T08:00:00Z,2007-01-28T07:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
46304,2008,2007-11-30T23:00:00Z,2008-02-29T23:00:00Z,2184,2184,0.942811,-7.168056,2008-01-03T00:00:00Z,2008-01-05T23:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
46304,2009,2008-11-30T23:00:00Z,2009-02-28T23:00:00Z,2160,2160,0.575324,-10.465278,2009-01-08T17:00:00Z,2009-01-11T16:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
46304,2010,2009-11-30T23:00:00Z,2010-02-28T23:00:00Z,2160,2160,0.109352,-9.6625,2009-12-18T17:00:00Z,2009-12-21T16:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
46304,2011,2010-11-30T23:00:00Z,2011-02-28T23:00:00Z,2160,2160,-0.50213,-9.854167,2010-12-27T17:00:00Z,2010-12-30T16:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
46304,2012,2011-11-30T23:00:00Z,2012-02-29T23:00:00Z,2184,2184,-0.337866,-13.697222,2012-02-08T00:00:00Z,2012-02-10T23:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
46304,2013,2012-11-30T23:00:00Z,2013-02-28T23:00:00Z,2160,2160,0.444028,-4.820833,2012-12-05T22:00:00Z,2012-12-08T21:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
46304,2014,2013-11-30T23:00:00Z,2014-02-28T23:00:00Z,2160,2160,2.543426,-7.045833,2014-01-25T10:00:00Z,2014-01-28T09:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
46304,2015,2014-11-30T23:00:00Z,2015-02-28T23:00:00Z,2160,2160,2.372731,-8.072222,2014-12-29T16:00:00Z,2015-01-01T15:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
46304,2016,2015-11-30T23:00:00Z,2016-02-29T23:00:00Z,2184,2184,2.539835,-8.265278,2016-01-01T22:00:00Z,2016-01-04T21:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
46304,2017,2016-11-30T23:00:00Z,2017-02-28T23:00:00Z,2160,2160,-1.506481,-12.952778,2017-01-07T10:00:00Z,2017-01-10T09:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
46304,2018,2017-11-30T23:00:00Z,2018-02-28T23:00:00Z,2160,2160,1.902407,-7.705556,2018-02-25T23:00:00Z,2018-02-28T22:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
46304,2019,2018-11-30T23:00:00Z,2019-02-28T23:00:00Z,2160,2160,1.061065,-6.740278,2018-12-16T19:00:00Z,2018-12-19T18:00:00Z,DER,SRC-B05-HUNGARY-HOURLY-HIST-2026,Complete Dec-Feb Europe/Budapest winter; source-native ta; no imputation; 72h event wholly inside winter.
